13:09:47.868 [      Main] [ INFO] | ------------------------------------------- 
13:09:47.880 [      Main] [ INFO] |    Player Name: POTATO666 
13:09:47.900 [      Main] [ INFO] | Server Address: MC.52KO.COM 
13:09:47.900 [      Main] [ INFO] |    Server Port: 25565 
13:09:47.900 [      Main] [ INFO] |        Version: 316 
13:09:47.900 [      Main] [ INFO] | ------------------------------------------- 
13:09:50.925 [ POTATO666] [ INFO] | litemc starting... 
13:09:55.130 [ POTATO666] [ INFO] | connecting server... 
13:09:57.058 [ POTATO666] [ INFO] | connect server success. 
13:09:57.090 [ POTATO666] [ INFO] | handshaking... 
13:09:57.091 [ POTATO666] [ INFO] | logining... 
13:09:57.104 [ POTATO666] [ INFO] | ClientEventEncoder 
13:09:57.699 [ POTATO666] [ INFO] | ClientEventEncoder 
13:09:58.348 [ POTATO666] [ INFO] | set compression 128. 
13:09:58.349 [ POTATO666] [ INFO] | login success! 
13:09:58.442 [ POTATO666] [ INFO] | §c请使用/login登录已经注册过的帐号或者使用/reg注册！ 
13:09:58.442 [ POTATO666] [ INFO] | player join game. 
13:10:03.820 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.821 [ POTATO666] [ INFO] | reset pl -2.759999999999999, 72.0, 21.685, 0.0, 0.0, true 
13:10:03.838 [ POTATO666] [ INFO] | set window items 0 
13:10:03.839 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.840 [ POTATO666] [ INFO] | reset pl -2.7, 72.0625, 21.685, 0.0, 0.0, false 
13:10:03.842 [ POTATO666] [ INFO] | §A§n§t§i§M§i§n§i§m§a§p 
13:10:03.842 [ POTATO666] [ INFO] | §3 §6 §3 §6 §3 §6 §e 
13:10:03.843 [ POTATO666] [ INFO] | §0§0§1§2§3§5§e§f 
13:10:03.843 [ POTATO666] [ INFO] | §0§0§c§d§e§f 
13:10:03.843 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.847 [ POTATO666] [ INFO] |  
13:10:03.869 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.905 [ POTATO666] [ INFO] |  
13:10:03.906 [ POTATO666] [ INFO] |  
13:10:03.907 [ POTATO666] [ INFO] |  
13:10:03.908 [ POTATO666] [ INFO] |  
13:10:03.909 [ POTATO666] [ INFO] |  
13:10:03.910 [ POTATO666] [ INFO] |  
13:10:03.911 [ POTATO666] [ INFO] |  
13:10:03.912 [ POTATO666] [ INFO] |  
13:10:03.913 [ POTATO666] [ INFO] |  
13:10:03.915 [ POTATO666] [ INFO] |  
13:10:03.916 [ POTATO666] [ INFO] |  
13:10:03.917 [ POTATO666] [ INFO] |  
13:10:03.917 [ POTATO666] [ INFO] |  
13:10:03.918 [ POTATO666] [ INFO] |  
13:10:03.919 [ POTATO666] [ INFO] |  
13:10:03.920 [ POTATO666] [ INFO] |  
13:10:03.922 [ POTATO666] [ INFO] |  
13:10:03.923 [ POTATO666] [ INFO] | [注意]请登录帐号，输入/L 密码，如/L 123456，来登录你的帐号！ 
13:10:03.924 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.927 [ POTATO666] [ INFO] | [注意]如果您从未注册，说明该ID已有人使用，请更换游戏ID 
13:10:03.930 [ POTATO666] [ INFO] | [提示]如果您进入生存服任何大区直接弹回登录服，等待3~5分钟即可！ 
13:10:03.934 [ POTATO666] [ INFO] | >>>>>>>> waiting window open..... 
13:10:03.934 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.945 [ POTATO666] [ INFO] | >>>>>>>> waiting window open..... 
13:10:03.945 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.951 [ POTATO666] [ INFO] | >>>>>>>> waiting window open..... 
13:10:03.952 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.953 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.953 [ POTATO666] [ INFO] | reset pl -2.7, 72.0625, 21.685, 0.0, 0.0, false 
13:10:03.954 [ POTATO666] [ INFO] |  
13:10:03.955 [ POTATO666] [ INFO] |  
13:10:03.955 [ POTATO666] [ INFO] |  
13:10:03.956 [ POTATO666] [ INFO] |  
13:10:03.956 [ POTATO666] [ INFO] |  
13:10:03.957 [ POTATO666] [ INFO] |  
13:10:03.957 [ POTATO666] [ INFO] |  
13:10:03.958 [ POTATO666] [ INFO] |  
13:10:03.958 [ POTATO666] [ INFO] |  
13:10:03.958 [ POTATO666] [ INFO] |  
13:10:03.959 [ POTATO666] [ INFO] |  
13:10:03.959 [ POTATO666] [ INFO] |  
13:10:03.959 [ POTATO666] [ INFO] |  
13:10:03.960 [ POTATO666] [ INFO] |  
13:10:03.960 [ POTATO666] [ INFO] |  
13:10:03.960 [ POTATO666] [ INFO] |  
13:10:03.961 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.961 [ POTATO666] [ INFO] |  
13:10:03.962 [ POTATO666] [ INFO] |  
13:10:03.962 [ POTATO666] [ INFO] | [注意]请登录帐号，输入/L 密码，如/L 123456，来登录你的帐号！ 
13:10:03.962 [ POTATO666] [ INFO] | ClientEventEncoder 
13:10:03.963 [ POTATO666] [ INFO] | [注意]如果您从未注册，说明该ID已有人使用，请更换游戏ID 
